video_id,title,description
km2Z5tcHpAk,Guess the Word,"📚 MLB03 — Python Projects — Guess the Word

In this video, we cover Guess the Word as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/03-python_projects
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 28:26

🔄 Previous: Books Scraping — https://www.youtube.com/watch?v=fAdlqu6Cw-4

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
rvpEEOHLa6s,Web Scraping Intro,"📚 MLB04 — Python Web Scraping — Web Scraping Intro

In this video, we cover Web Scraping Intro as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/04-python_web_scraping
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 6:36

➡️ Next: Web Scraping Coding 01 — https://www.youtube.com/watch?v=RRYjWKFdDxA

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
RRYjWKFdDxA,Web Scraping Coding 01,"📚 MLB04 — Python Web Scraping — Web Scraping Coding 01

In this video, we cover Web Scraping Coding 01 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/04-python_web_scraping
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 11:59

🔄 Previous: Web Scraping Intro — https://www.youtube.com/watch?v=rvpEEOHLa6s
➡️ Next: Web Scraping Coding 02 — https://www.youtube.com/watch?v=dZUbIa_y3pE

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
dZUbIa_y3pE,Web Scraping Coding 02,"📚 MLB04 — Python Web Scraping — Web Scraping Coding 02

In this video, we cover Web Scraping Coding 02 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/04-python_web_scraping
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 9:10

🔄 Previous: Web Scraping Coding 01 — https://www.youtube.com/watch?v=RRYjWKFdDxA
➡️ Next: Web Scraping Coding 03 — https://www.youtube.com/watch?v=NEdRM4eadpI

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
NEdRM4eadpI,Web Scraping Coding 03,"📚 MLB04 — Python Web Scraping — Web Scraping Coding 03

In this video, we cover Web Scraping Coding 03 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/04-python_web_scraping
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 5:47

🔄 Previous: Web Scraping Coding 02 — https://www.youtube.com/watch?v=dZUbIa_y3pE

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
g5QniS5RUhg,Git & GitHub Intro,"📚 MLB05 — Git & GitHub — Git & GitHub Intro

In this video, we cover Git & GitHub Intro as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/05-git_and_github
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 4:18

➡️ Next: Git & GitHub Installation — https://www.youtube.com/watch?v=sHOEzqNir80

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
sHOEzqNir80,Git & GitHub Installation,"📚 MLB05 — Git & GitHub — Git & GitHub Installation

In this video, we cover Git & GitHub Installation as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/05-git_and_github
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 1:12

🔄 Previous: Git & GitHub Intro — https://www.youtube.com/watch?v=g5QniS5RUhg
➡️ Next: Git & GitHub First Repo — https://www.youtube.com/watch?v=7bX5QE1jFq4

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
7bX5QE1jFq4,Git & GitHub First Repo,"📚 MLB05 — Git & GitHub — Git & GitHub First Repo

In this video, we cover Git & GitHub First Repo as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/05-git_and_github
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 5:34

🔄 Previous: Git & GitHub Installation — https://www.youtube.com/watch?v=sHOEzqNir80
➡️ Next: Git & GitHub Commands Review — https://www.youtube.com/watch?v=Bk7Wxugixgw

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
Bk7Wxugixgw,Git & GitHub Commands Review,"📚 MLB05 — Git & GitHub — Git & GitHub Commands Review

In this video, we cover Git & GitHub Commands Review as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/05-git_and_github
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 2:48

🔄 Previous: Git & GitHub First Repo — https://www.youtube.com/watch?v=7bX5QE1jFq4
➡️ Next: Git & GitHub Collaboration 01 — https://www.youtube.com/watch?v=ZKFNePM59U4

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
ZKFNePM59U4,Git & GitHub Collaboration 01,"📚 MLB05 — Git & GitHub — Git & GitHub Collaboration 01

In this video, we cover Git & GitHub Collaboration 01 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/05-git_and_github
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 1:30

🔄 Previous: Git & GitHub Commands Review — https://www.youtube.com/watch?v=Bk7Wxugixgw
➡️ Next: Git & GitHub Collaboration 02 — https://www.youtube.com/watch?v=K7e-0RCrqQY

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
K7e-0RCrqQY,Git & GitHub Collaboration 02,"📚 MLB05 — Git & GitHub — Git & GitHub Collaboration 02

In this video, we cover Git & GitHub Collaboration 02 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/05-git_and_github
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 5:49

🔄 Previous: Git & GitHub Collaboration 01 — https://www.youtube.com/watch?v=ZKFNePM59U4

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
yvR-0esKp2E,Intro to Data Analysis,"📚 MLB06 — Python Data Analysis — Intro to Data Analysis

In this video, we cover Intro to Data Analysis as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 7:29

➡️ Next: Data Representation — https://www.youtube.com/watch?v=BCCzjf-sFyE

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
BCCzjf-sFyE,Data Representation,"📚 MLB06 — Python Data Analysis — Data Representation

In this video, we cover Data Representation as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 3:35

🔄 Previous: Intro to Data Analysis — https://www.youtube.com/watch?v=yvR-0esKp2E
➡️ Next: Data Analysis Types — https://www.youtube.com/watch?v=svxJ3Z1CeDQ

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
svxJ3Z1CeDQ,Data Analysis Types,"📚 MLB06 — Python Data Analysis — Data Analysis Types

In this video, we cover Data Analysis Types as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 3:29

🔄 Previous: Data Representation — https://www.youtube.com/watch?v=BCCzjf-sFyE
➡️ Next: Linear Algebra 1: Intro — https://www.youtube.com/watch?v=2uxboG-lJB8

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
2uxboG-lJB8,Linear Algebra 1: Intro,"📚 MLB06 — Python Data Analysis — Linear Algebra 1: Intro

In this video, we cover Linear Algebra 1: Intro as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 5:38

🔄 Previous: Data Analysis Types — https://www.youtube.com/watch?v=svxJ3Z1CeDQ
➡️ Next: Linear Algebra 2: Scalar vs Vector vs Matrix — https://www.youtube.com/watch?v=Lwhon-zqedY

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
Lwhon-zqedY,Linear Algebra 2: Scalar vs Vector vs Matrix,"📚 MLB06 — Python Data Analysis — Linear Algebra 2: Scalar vs Vector vs Matrix

In this video, we cover Linear Algebra 2: Scalar vs Vector vs Matrix as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 7:43

🔄 Previous: Linear Algebra 1: Intro — https://www.youtube.com/watch?v=2uxboG-lJB8
➡️ Next: Linear Algebra 3: Matrices in Python — https://www.youtube.com/watch?v=d7bTsosFV8g

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
d7bTsosFV8g,Linear Algebra 3: Matrices in Python,"📚 MLB06 — Python Data Analysis — Linear Algebra 3: Matrices in Python

In this video, we cover Linear Algebra 3: Matrices in Python as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 9:57

🔄 Previous: Linear Algebra 2: Scalar vs Vector vs Matrix — https://www.youtube.com/watch?v=Lwhon-zqedY
➡️ Next: Linear Algebra 4: Element-by-Element Operations — https://www.youtube.com/watch?v=PvAOOVoEZQE

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
PvAOOVoEZQE,Linear Algebra 4: Element-by-Element Operations,"📚 MLB06 — Python Data Analysis — Linear Algebra 4: Element-by-Element Operations

In this video, we cover Linear Algebra 4: Element-by-Element Operations as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 4:51

🔄 Previous: Linear Algebra 3: Matrices in Python — https://www.youtube.com/watch?v=d7bTsosFV8g
➡️ Next: Linear Algebra 5: Element-by-Element NumPy — https://www.youtube.com/watch?v=FXkxYWs01iM

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
FXkxYWs01iM,Linear Algebra 5: Element-by-Element NumPy,"📚 MLB06 — Python Data Analysis — Linear Algebra 5: Element-by-Element NumPy

In this video, we cover Linear Algebra 5: Element-by-Element NumPy as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 5:07

🔄 Previous: Linear Algebra 4: Element-by-Element Operations — https://www.youtube.com/watch?v=PvAOOVoEZQE
➡️ Next: Linear Algebra 6: NumPy Operations 1 — https://www.youtube.com/watch?v=07ohpGNWuUg

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
07ohpGNWuUg,Linear Algebra 6: NumPy Operations 1,"📚 MLB06 — Python Data Analysis — Linear Algebra 6: NumPy Operations 1

In this video, we cover Linear Algebra 6: NumPy Operations 1 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 9:53

🔄 Previous: Linear Algebra 5: Element-by-Element NumPy — https://www.youtube.com/watch?v=FXkxYWs01iM
➡️ Next: Linear Algebra 7: NumPy Operations 2 — https://www.youtube.com/watch?v=OrN8RjX_Kh8

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
OrN8RjX_Kh8,Linear Algebra 7: NumPy Operations 2,"📚 MLB06 — Python Data Analysis — Linear Algebra 7: NumPy Operations 2

In this video, we cover Linear Algebra 7: NumPy Operations 2 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 3:54

🔄 Previous: Linear Algebra 6: NumPy Operations 1 — https://www.youtube.com/watch?v=07ohpGNWuUg
➡️ Next: Stats 1: Intro — https://www.youtube.com/watch?v=8uA3DxO-zNA

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
8uA3DxO-zNA,Stats 1: Intro,"📚 MLB06 — Python Data Analysis — Stats 1: Intro

In this video, we cover Stats 1: Intro as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 5:10

🔄 Previous: Linear Algebra 7: NumPy Operations 2 — https://www.youtube.com/watch?v=OrN8RjX_Kh8
➡️ Next: Stats 2: Central Tendency — https://www.youtube.com/watch?v=TTxcBGbNaLc

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
TTxcBGbNaLc,Stats 2: Central Tendency,"📚 MLB06 — Python Data Analysis — Stats 2: Central Tendency

In this video, we cover Stats 2: Central Tendency as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 6:27

🔄 Previous: Stats 1: Intro — https://www.youtube.com/watch?v=8uA3DxO-zNA
➡️ Next: Stats 3: Five-Number Summary — https://www.youtube.com/watch?v=9-ajdNS--GU

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
9-ajdNS--GU,Stats 3: Five-Number Summary,"📚 MLB06 — Python Data Analysis — Stats 3: Five-Number Summary

In this video, we cover Stats 3: Five-Number Summary as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 2:12

🔄 Previous: Stats 2: Central Tendency — https://www.youtube.com/watch?v=TTxcBGbNaLc
➡️ Next: Stats 4: Spread of Data — https://www.youtube.com/watch?v=0vdJYoSVcBo

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
0vdJYoSVcBo,Stats 4: Spread of Data,"📚 MLB06 — Python Data Analysis — Stats 4: Spread of Data

In this video, we cover Stats 4: Spread of Data as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 7:34

🔄 Previous: Stats 3: Five-Number Summary — https://www.youtube.com/watch?v=9-ajdNS--GU
➡️ Next: Stats 5: Histogram — https://www.youtube.com/watch?v=xK1n8nEbN70

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
xK1n8nEbN70,Stats 5: Histogram,"📚 MLB06 — Python Data Analysis — Stats 5: Histogram

In this video, we cover Stats 5: Histogram as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 6:43

🔄 Previous: Stats 4: Spread of Data — https://www.youtube.com/watch?v=0vdJYoSVcBo
➡️ Next: Stats 6: Normal Distribution — https://www.youtube.com/watch?v=0VJwtNstXhw

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
0VJwtNstXhw,Stats 6: Normal Distribution,"📚 MLB06 — Python Data Analysis — Stats 6: Normal Distribution

In this video, we cover Stats 6: Normal Distribution as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 4:00

🔄 Previous: Stats 5: Histogram — https://www.youtube.com/watch?v=xK1n8nEbN70
➡️ Next: Stats 7: Outliers & Box Plot — https://www.youtube.com/watch?v=N5GxaJdfRGM

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
N5GxaJdfRGM,Stats 7: Outliers & Box Plot,"📚 MLB06 — Python Data Analysis — Stats 7: Outliers & Box Plot

In this video, we cover Stats 7: Outliers & Box Plot as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 3:13

🔄 Previous: Stats 6: Normal Distribution — https://www.youtube.com/watch?v=0VJwtNstXhw
➡️ Next: Stats 8: Covariance & Correlation — https://www.youtube.com/watch?v=eKisRnFW_RM

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
eKisRnFW_RM,Stats 8: Covariance & Correlation,"📚 MLB06 — Python Data Analysis — Stats 8: Covariance & Correlation

In this video, we cover Stats 8: Covariance & Correlation as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 5:13

🔄 Previous: Stats 7: Outliers & Box Plot — https://www.youtube.com/watch?v=N5GxaJdfRGM
➡️ Next: Intro to EDA 01 — https://www.youtube.com/watch?v=mOnC73ZgaHQ

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
mOnC73ZgaHQ,Intro to EDA 01,"📚 MLB06 — Python Data Analysis — Intro to EDA 01

In this video, we cover Intro to EDA 01 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 15:49

🔄 Previous: Stats 8: Covariance & Correlation — https://www.youtube.com/watch?v=eKisRnFW_RM
➡️ Next: Intro to EDA 02 — https://www.youtube.com/watch?v=qxDl6WcB9YU

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
qxDl6WcB9YU,Intro to EDA 02,"📚 MLB06 — Python Data Analysis — Intro to EDA 02

In this video, we cover Intro to EDA 02 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 10:43

🔄 Previous: Intro to EDA 01 — https://www.youtube.com/watch?v=mOnC73ZgaHQ
➡️ Next: Intro to EDA 03 — https://www.youtube.com/watch?v=fTahUDRVoSg

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
fTahUDRVoSg,Intro to EDA 03,"📚 MLB06 — Python Data Analysis — Intro to EDA 03

In this video, we cover Intro to EDA 03 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 9:54

🔄 Previous: Intro to EDA 02 — https://www.youtube.com/watch?v=qxDl6WcB9YU
➡️ Next: Titanic EDA 01 — https://www.youtube.com/watch?v=M520BHeLiN0

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
M520BHeLiN0,Titanic EDA 01,"📚 MLB06 — Python Data Analysis — Titanic EDA 01

In this video, we cover Titanic EDA 01 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 20:45

🔄 Previous: Intro to EDA 03 — https://www.youtube.com/watch?v=fTahUDRVoSg
➡️ Next: Titanic EDA 02 — https://www.youtube.com/watch?v=idCMm57x_Kc

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
idCMm57x_Kc,Titanic EDA 02,"📚 MLB06 — Python Data Analysis — Titanic EDA 02

In this video, we cover Titanic EDA 02 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 4:54

🔄 Previous: Titanic EDA 01 — https://www.youtube.com/watch?v=M520BHeLiN0
➡️ Next: Titanic EDA 03 — https://www.youtube.com/watch?v=DCjeDRJvdPA

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
DCjeDRJvdPA,Titanic EDA 03,"📚 MLB06 — Python Data Analysis — Titanic EDA 03

In this video, we cover Titanic EDA 03 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 12:24

🔄 Previous: Titanic EDA 02 — https://www.youtube.com/watch?v=idCMm57x_Kc
➡️ Next: Titanic EDA 04 — https://www.youtube.com/watch?v=6i_61z89Q1c

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
6i_61z89Q1c,Titanic EDA 04,"📚 MLB06 — Python Data Analysis — Titanic EDA 04

In this video, we cover Titanic EDA 04 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 7:58

🔄 Previous: Titanic EDA 03 — https://www.youtube.com/watch?v=DCjeDRJvdPA
➡️ Next: Covid-19 EDA 01 — https://www.youtube.com/watch?v=uwT0FoaPBjU

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
uwT0FoaPBjU,Covid-19 EDA 01,"📚 MLB06 — Python Data Analysis — Covid-19 EDA 01

In this video, we cover Covid-19 EDA 01 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 14:54

🔄 Previous: Titanic EDA 04 — https://www.youtube.com/watch?v=6i_61z89Q1c
➡️ Next: Covid-19 EDA 02 — https://www.youtube.com/watch?v=_aaFGdhFMVw

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
_aaFGdhFMVw,Covid-19 EDA 02,"📚 MLB06 — Python Data Analysis — Covid-19 EDA 02

In this video, we cover Covid-19 EDA 02 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 9:45

🔄 Previous: Covid-19 EDA 01 — https://www.youtube.com/watch?v=uwT0FoaPBjU
➡️ Next: Covid-19 EDA 03 — https://www.youtube.com/watch?v=bRcy4oawiLA

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
bRcy4oawiLA,Covid-19 EDA 03,"📚 MLB06 — Python Data Analysis — Covid-19 EDA 03

In this video, we cover Covid-19 EDA 03 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 12:01

🔄 Previous: Covid-19 EDA 02 — https://www.youtube.com/watch?v=_aaFGdhFMVw
➡️ Next: Covid-19 EDA 04 — https://www.youtube.com/watch?v=xEIPv3YjnFs

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
xEIPv3YjnFs,Covid-19 EDA 04,"📚 MLB06 — Python Data Analysis — Covid-19 EDA 04

In this video, we cover Covid-19 EDA 04 as part of the ML Bootcamp.

🔗 Resources:
• Code & Notes: https://github.com/a7madmostafa/ML_Bootcamp/tree/main/06-python_data_analysis
• Full Course Repo: https://github.com/a7madmostafa/ML_Bootcamp

⏱️ Duration: 13:07

🔄 Previous: Covid-19 EDA 03 — https://www.youtube.com/watch?v=bRcy4oawiLA
➡️ Next: Covid-19 EDA 05 — https://www.youtube.com/watch?v=CGDgu8QT0hA

👤 Connect with me:
• LinkedIn: https://www.linkedin.com/in/ahmadmmostafa/

#MachineLearning #Python #DataScience #MLBootcamp"
